accuracy,loss,val_accuracy,val_loss
0.561904788017273,0.9782397747039795,0.8222222328186035,0.565055787563324
0.7809523940086365,0.5751636028289795,0.8222222328186035,0.4683222472667694
0.8619047403335571,0.40266135334968567,0.6888889074325562,0.6012178659439087
0.8666666746139526,0.33814698457717896,0.7111111283302307,0.6237408518791199
0.9095237851142883,0.2659667134284973,0.7333333492279053,0.6108748316764832
0.9190475940704346,0.240232914686203,0.7333333492279053,0.6153185367584229
0.9190475940704346,0.2049999237060547,0.7777777910232544,0.6262708306312561
0.9333333373069763,0.21497967839241028,0.800000011920929,0.5812691450119019
0.9190475940704346,0.20742543041706085,0.7777777910232544,0.5408773422241211
0.9190475940704346,0.2293510138988495,0.7777777910232544,0.4909539222717285
0.9095237851142883,0.21199490129947662,0.800000011920929,0.42948633432388306
0.938095211982727,0.18937119841575623,0.800000011920929,0.43002086877822876
0.9571428298950195,0.1745745688676834,0.8222222328186035,0.5140613913536072
0.9238095283508301,0.18571332097053528,0.800000011920929,0.49019595980644226
0.9571428298950195,0.15777985751628876,0.800000011920929,0.5120187401771545
0.9523809552192688,0.14678584039211273,0.7777777910232544,0.5870898962020874
0.9476190209388733,0.1551232486963272,0.8444444537162781,0.4585382342338562
0.9857142567634583,0.09279996901750565,0.800000011920929,0.39838409423828125
0.961904764175415,0.1224849671125412,0.8444444537162781,0.39646321535110474
0.976190447807312,0.09514868259429932,0.8444444537162781,0.46893203258514404
0.9714285731315613,0.1171201542019844,0.8444444537162781,0.5158217549324036
0.976190447807312,0.10685855150222778,0.8666666746139526,0.4817681908607483
0.961904764175415,0.10156149417161942,0.8222222328186035,0.5232186913490295
0.9476190209388733,0.11178775131702423,0.8666666746139526,0.450629860162735
0.9857142567634583,0.0642409697175026,0.8888888955116272,0.3575418293476105
0.961904764175415,0.0884663462638855,0.8666666746139526,0.42037081718444824
0.976190447807312,0.07726068049669266,0.7777777910232544,0.5539093017578125
0.9666666388511658,0.0867142453789711,0.800000011920929,0.563014030456543
0.9809523820877075,0.09954691678285599,0.7777777910232544,0.5334448218345642
0.9904761910438538,0.06420844048261642,0.8222222328186035,0.5194019675254822
0.961904764175415,0.10950274020433426,0.8222222328186035,0.49062293767929077
0.9666666388511658,0.08093857765197754,0.8666666746139526,0.4904461205005646
0.976190447807312,0.0971091017127037,0.8666666746139526,0.5402901768684387
0.9714285731315613,0.10027480125427246,0.8222222328186035,0.5186952948570251
0.9952380657196045,0.052020635455846786,0.8222222328186035,0.5598906874656677
