accuracy,loss,val_accuracy,val_loss
0.5809524059295654,1.024330735206604,0.5777778029441833,0.987748384475708
0.776190459728241,0.5557374358177185,0.7555555701255798,0.5979593992233276
0.8333333134651184,0.40722742676734924,0.8666666746139526,0.43127915263175964
0.8952381014823914,0.31867715716362,0.8444444537162781,0.41301003098487854
0.8857142925262451,0.3148340880870819,0.7777777910232544,0.445069283246994
0.9142857193946838,0.22338759899139404,0.800000011920929,0.4662856161594391
0.8999999761581421,0.28452858328819275,0.800000011920929,0.4706866443157196
0.9571428298950195,0.14436042308807373,0.8222222328186035,0.4700562655925751
0.9476190209388733,0.17214907705783844,0.8666666746139526,0.4310151934623718
0.9428571462631226,0.1776852160692215,0.8666666746139526,0.4387097656726837
0.9333333373069763,0.18080924451351166,0.8444444537162781,0.4420728087425232
0.9428571462631226,0.15052369236946106,0.8444444537162781,0.4418787360191345
0.961904764175415,0.14597088098526,0.8444444537162781,0.4297526776790619
0.9523809552192688,0.13475900888442993,0.8222222328186035,0.4191555082798004
